TIMESTAMP,ID_CLIENTE,IP_CLIENTE,ARQUIVO,TAMANHO_ARQUIVO_BYTES,TAMANHO_ARQUIVO_MB,TIPO_ARQUIVO,STATUS,TEMPO_TRANSFERENCIA_SEGUNDOS,TAXA_TRANSFERENCIA_MBPS
2025-06-07 21:47:48,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens,0,0,diretorio,sucesso,,
2025-06-07 21:47:48,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img1.webp,1088754,1.04,arquivo,sucesso,0.03,34.61
2025-06-07 21:47:48,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img10.webp,697972,0.67,arquivo,sucesso,0.01,66.56
2025-06-07 21:47:48,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img2.webp,70454,0.07,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img3.webp,2151936,2.05,arquivo,sucesso,0.03,68.41
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img4.jpg,10563862,10.07,arquivo,sucesso,0.14,71.96
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img4.webp,1344166,1.28,arquivo,sucesso,0.02,64.09
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img5.webp,11228,0.01,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img6.webp,9073794,8.65,arquivo,sucesso,0.13,66.56
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img7.webp,762556,0.73,arquivo,sucesso,0.01,72.72
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img8.webp,550318,0.52,arquivo,sucesso,0.01,52.48
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens,0,0,diretorio,sucesso,,
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Imagens\img9.webp,874842,0.83,arquivo,sucesso,0.01,83.43
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs,0,0,diretorio,sucesso,,
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img1.webp,1088754,1.04,arquivo,sucesso,0.02,51.92
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs\pdf1.pdf,319106,0.3,arquivo,sucesso,0.01,30.43
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs\pdf10.pdf,205474,0.2,arquivo,sucesso,0.01,19.6
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img10.webp,697972,0.67,arquivo,sucesso,0.01,66.56
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img2.webp,70454,0.07,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs\pdf2.pdf,1797156,1.71,arquivo,sucesso,0.03,57.13
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs\pdf3.pdf,188914,0.18,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs\pdf4.pdf,638531,0.61,arquivo,sucesso,0.01,60.9
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img3.webp,2151936,2.05,arquivo,sucesso,0.04,51.31
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs\pdf5.pdf,99333,0.09,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs\pdf6.pdf,64983,0.06,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs\pdf7.pdf,133658,0.13,arquivo,sucesso,0.01,12.75
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs\pdf8.pdf,415472,0.4,arquivo,sucesso,0.01,39.62
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\PDFs\pdf9.pdf,205474,0.2,arquivo,sucesso,0.01,19.6
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos,0,0,diretorio,sucesso,,
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos\video1.mp4,1196001,1.14,arquivo,sucesso,0.02,57.03
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img4.jpg,10563862,10.07,arquivo,sucesso,0.16,62.97
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img4.webp,1344166,1.28,arquivo,sucesso,0.02,64.09
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img5.webp,11228,0.01,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img6.webp,9073794,8.65,arquivo,sucesso,0.14,61.81
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img7.webp,762556,0.73,arquivo,sucesso,0.01,72.72
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img8.webp,550318,0.52,arquivo,sucesso,0.01,52.48
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Imagens\img9.webp,874842,0.83,arquivo,sucesso,0.01,83.43
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs,0,0,diretorio,sucesso,,
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs\pdf1.pdf,319106,0.3,arquivo,sucesso,0.01,30.43
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs\pdf10.pdf,205474,0.2,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs\pdf2.pdf,1797156,1.71,arquivo,sucesso,0.02,85.7
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs\pdf3.pdf,188914,0.18,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs\pdf4.pdf,638531,0.61,arquivo,sucesso,0.01,60.9
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs\pdf5.pdf,99333,0.09,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs\pdf6.pdf,64983,0.06,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs\pdf7.pdf,133658,0.13,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs\pdf8.pdf,415472,0.4,arquivo,sucesso,0.01,39.62
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos\video10.mp4,26958328,25.71,arquivo,sucesso,0.4,64.27
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\PDFs\pdf9.pdf,205474,0.2,arquivo,sucesso,0.0,0
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos,0,0,diretorio,sucesso,,
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos\video2.mp4,1286276,1.23,arquivo,sucesso,0.02,61.33
2025-06-07 21:47:49,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos\video1.mp4,1196001,1.14,arquivo,sucesso,0.02,57.03
2025-06-07 21:47:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos\video3.mp4,3149818,3.0,arquivo,sucesso,0.06,50.07
2025-06-07 21:47:50,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos\video10.mp4,26958328,25.71,arquivo,sucesso,0.37,69.49
2025-06-07 21:47:50,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos\video2.mp4,1286276,1.23,arquivo,sucesso,0.02,61.33
2025-06-07 21:47:50,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos\video3.mp4,3149818,3.0,arquivo,sucesso,0.04,75.1
2025-06-07 21:47:50,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos\video4.mp4,44271625,42.22,arquivo,sucesso,0.98,43.08
2025-06-07 21:47:51,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos\video5.mp4,18753855,17.89,arquivo,sucesso,0.31,57.69
2025-06-07 21:47:51,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos\video4.mp4,44271625,42.22,arquivo,sucesso,1.03,40.99
2025-06-07 21:47:51,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos\video5.mp4,18753855,17.89,arquivo,sucesso,0.25,71.54
2025-06-07 21:47:51,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos\video6.mp4,31479140,30.02,arquivo,sucesso,0.45,66.71
2025-06-07 21:47:52,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos\video6.mp4,31479140,30.02,arquivo,sucesso,0.45,66.71
2025-06-07 21:47:53,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos\video7.mp4,89983309,85.81,arquivo,sucesso,1.61,53.3
2025-06-07 21:47:53,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos\video8.mp4,5590432,5.33,arquivo,sucesso,0.12,44.43
2025-06-07 21:47:53,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos\video7.mp4,89983309,85.81,arquivo,sucesso,1.41,60.86
2025-06-07 21:47:53,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos\video8.mp4,5590432,5.33,arquivo,sucesso,0.13,41.01
2025-06-07 21:47:54,192_168_1_19_1,192.168.1.19,Pasta_De_Teste2\Videos\video9.mp4,89307771,85.17,arquivo,sucesso,1.5,56.78
2025-06-07 21:47:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste2\Videos\video9.mp4,89307771,85.17,arquivo,sucesso,1.32,64.52
2025-06-07 21:51:49,192_168_1_19_1,192.168.1.19,Pasta_De_Teste1\teste1.txt,2974272,2.84,arquivo,sucesso,0.04,70.91
2025-06-07 21:51:50,192_168_1_19_1,192.168.1.19,Pasta_De_Teste1\teste10.txt,2996112,2.86,arquivo,sucesso,0.04,71.43
2025-06-07 21:51:50,192_168_1_19_1,192.168.1.19,Pasta_De_Teste1\teste2.txt,2168740,2.07,arquivo,sucesso,0.03,68.94
2025-06-07 21:51:50,192_168_1_19_1,192.168.1.19,Pasta_De_Teste1\teste3.txt,6010508,5.73,arquivo,sucesso,0.08,71.65
2025-06-07 21:51:50,192_168_1_19_1,192.168.1.19,Pasta_De_Teste1\teste4.txt,10038168,9.57,arquivo,sucesso,0.12,79.78
2025-06-07 21:51:50,192_168_1_19_1,192.168.1.19,Pasta_De_Teste1\teste5.txt,1115352,1.06,arquivo,sucesso,0.02,53.18
2025-06-07 21:51:50,192_168_1_19_1,192.168.1.19,Pasta_De_Teste1\teste6.txt,2974272,2.84,arquivo,sucesso,0.03,94.55
2025-06-07 21:51:50,192_168_1_19_1,192.168.1.19,Pasta_De_Teste1\teste7.txt,2996032,2.86,arquivo,sucesso,0.04,71.43
2025-06-07 21:51:50,192_168_1_19_1,192.168.1.19,Pasta_De_Teste1\teste8.txt,2995243,2.86,arquivo,sucesso,0.04,71.41
2025-06-07 21:51:50,192_168_1_19_1,192.168.1.19,Pasta_De_Teste1\teste9.txt,2974272,2.84,arquivo,sucesso,0.04,70.91
2025-06-07 21:51:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste1\teste1.txt,2974272,2.84,arquivo,sucesso,0.04,70.91
2025-06-07 21:51:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste1\teste10.txt,2996112,2.86,arquivo,sucesso,0.04,71.43
2025-06-07 21:51:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste1\teste2.txt,2168740,2.07,arquivo,sucesso,0.02,103.41
2025-06-07 21:51:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste1\teste3.txt,6010508,5.73,arquivo,sucesso,0.07,81.89
2025-06-07 21:51:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste1\teste4.txt,10038168,9.57,arquivo,sucesso,0.11,87.03
2025-06-07 21:51:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste1\teste5.txt,1115352,1.06,arquivo,sucesso,0.01,106.37
2025-06-07 21:51:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste1\teste6.txt,2974272,2.84,arquivo,sucesso,0.03,94.55
2025-06-07 21:51:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste1\teste7.txt,2996032,2.86,arquivo,sucesso,0.04,71.43
2025-06-07 21:51:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste1\teste8.txt,2995243,2.86,arquivo,sucesso,0.04,71.41
2025-06-07 21:51:54,192_168_1_19_2,192.168.1.19,Pasta_De_Teste1\teste9.txt,2974272,2.84,arquivo,sucesso,0.04,70.91
2025-06-07 22:08:28,192_168_32_1_2,192.168.32.1,Pasta_De_Teste1\teste1.txt,2974272,2.84,arquivo,sucesso,0.23,12.33
2025-06-07 22:08:28,192_168_32_1_2,192.168.32.1,Pasta_De_Teste1\teste10.txt,2996112,2.86,arquivo,sucesso,0.27,10.58
2025-06-07 22:08:28,192_168_32_1_1,192.168.32.1,Pasta_De_Teste1\teste1.txt,2974272,2.84,arquivo,sucesso,0.3,9.45
2025-06-07 22:08:28,192_168_32_1_2,192.168.32.1,Pasta_De_Teste1\teste2.txt,2168740,2.07,arquivo,sucesso,0.21,9.85
2025-06-07 22:08:29,192_168_32_1_1,192.168.32.1,Pasta_De_Teste1\teste10.txt,2996112,2.86,arquivo,sucesso,0.26,10.99
2025-06-07 22:08:29,192_168_32_1_1,192.168.32.1,Pasta_De_Teste1\teste2.txt,2168740,2.07,arquivo,sucesso,0.18,11.49
2025-06-07 22:08:29,192_168_32_1_2,192.168.32.1,Pasta_De_Teste1\teste3.txt,6010508,5.73,arquivo,sucesso,0.55,10.42
2025-06-07 22:08:29,192_168_32_1_1,192.168.32.1,Pasta_De_Teste1\teste3.txt,6010508,5.73,arquivo,sucesso,0.67,8.56
2025-06-07 22:08:30,192_168_32_1_2,192.168.32.1,Pasta_De_Teste1\teste4.txt,10038168,9.57,arquivo,sucesso,1.14,8.4
2025-06-07 22:08:30,192_168_32_1_2,192.168.32.1,Pasta_De_Teste1\teste5.txt,1115352,1.06,arquivo,sucesso,0.19,5.6
2025-06-07 22:08:31,192_168_32_1_2,192.168.32.1,Pasta_De_Teste1\teste6.txt,2974272,2.84,arquivo,sucesso,0.31,9.15
2025-06-07 22:08:31,192_168_32_1_1,192.168.32.1,Pasta_De_Teste1\teste4.txt,10038168,9.57,arquivo,sucesso,1.2,7.98
2025-06-07 22:08:31,192_168_32_1_1,192.168.32.1,Pasta_De_Teste1\teste5.txt,1115352,1.06,arquivo,sucesso,0.1,10.64
2025-06-07 22:08:31,192_168_32_1_2,192.168.32.1,Pasta_De_Teste1\teste7.txt,2996032,2.86,arquivo,sucesso,0.29,9.85
2025-06-07 22:08:31,192_168_32_1_1,192.168.32.1,Pasta_De_Teste1\teste6.txt,2974272,2.84,arquivo,sucesso,0.26,10.91
2025-06-07 22:08:31,192_168_32_1_2,192.168.32.1,Pasta_De_Teste1\teste8.txt,2995243,2.86,arquivo,sucesso,0.26,10.99
2025-06-07 22:08:31,192_168_32_1_1,192.168.32.1,Pasta_De_Teste1\teste7.txt,2996032,2.86,arquivo,sucesso,0.27,10.58
2025-06-07 22:08:31,192_168_32_1_2,192.168.32.1,Pasta_De_Teste1\teste9.txt,2974272,2.84,arquivo,sucesso,0.3,9.45
2025-06-07 22:08:32,192_168_32_1_1,192.168.32.1,Pasta_De_Teste1\teste8.txt,2995243,2.86,arquivo,sucesso,0.26,10.99
2025-06-07 22:08:32,192_168_32_1_1,192.168.32.1,Pasta_De_Teste1\teste9.txt,2974272,2.84,arquivo,sucesso,0.19,14.93
2025-06-07 22:13:09,192_168_32_1_2,192.168.32.1,Pasta_De_Teste2\Imagens,0,0,diretorio,sucesso,,
2025-06-07 22:13:09,192_168_32_1_2,192.168.32.1,Pasta_De_Teste2\Imagens\img1.webp,1088754,1.04,arquivo,sucesso,0.1,10.38
2025-06-07 22:13:09,192_168_32_1_2,192.168.32.1,Pasta_De_Teste2\Imagens\img10.webp,697972,0.67,arquivo,sucesso,0.06,11.09
2025-06-07 22:13:09,192_168_32_1_2,192.168.32.1,Pasta_De_Teste2\Imagens\img2.webp,70454,0.07,arquivo,sucesso,0.02,3.36
2025-06-07 22:13:09,192_168_32_1_2,192.168.32.1,Pasta_De_Teste2\Imagens\img3.webp,2151936,2.05,arquivo,sucesso,0.16,12.83
2025-06-07 22:13:10,192_168_32_1_2,192.168.32.1,Pasta_De_Teste2\Imagens\img4.jpg,10563862,10.07,arquivo,sucesso,0.76,13.26
2025-06-07 22:13:10,192_168_32_1_2,192.168.32.1,Pasta_De_Teste2\Imagens\img4.webp,1344166,1.28,arquivo,sucesso,0.09,14.24
2025-06-07 22:13:10,192_168_32_1_2,192.168.32.1,Pasta_De_Teste2\Imagens\img5.webp,11228,0.01,arquivo,sucesso,0.01,1.07
2025-06-07 22:13:11,192_168_32_1_2,192.168.32.1,Pasta_De_Teste2\Imagens\img6.webp,9073794,8.65,arquivo,sucesso,0.54,16.02
2025-06-07 22:13:11,192_168_32_1_2,192.168.32.1,Pasta_De_Teste2\Imagens\img7.webp,762556,0.73,arquivo,sucesso,0.06,12.12
